Velocidad [RPM],Voltaje[V],Corriente[A],Temperatura[°C],Latitud,Longitud,Velocidad[GPS: km/h],Satelites, Altitud, Hora, Minutos, Year
2880.00,55.51166143,0.91689779,27.13049410,4.792905833000000,-75.689101167000005,15.96424000,11.00,1508.70000000,16,11,2024
420.00,53.58603573,10.80082472,38.70002776,4.792899000000001,-75.689007666999996,15.20492000,9.00,1505.10000000,16,11,2024
4320.00,54.06641313,5.39247168,30.84884186,4.793425667000001,-75.688663833000004,12.88992000,11.00,1503.10000000,16,11,2024
600.00,53.74172260,7.73093954,30.01300674,4.793504333000000,-75.688629332999992,12.68620000,10.00,1503.40000000,16,11,2024
2940.00,52.73613485,10.78622976,29.50791830,4.793960833000000,-75.688344832999998,22.50180000,10.00,1514.00000000,16,12,2024
4560.00,55.36682704,0.58752857,42.71348136,4.794778667000000,-75.688023500000003,20.68684000,11.00,1509.10000000,16,12,2024
540.00,55.53740673,0.26806287,25.40124245,4.794872167000001,-75.687973832999997,19.31636000,11.00,1509.00000000,16,12,2024
1980.00,55.38961338,-0.00342204,45.01140712,4.795061667000000,-75.687955833000000,4.88928000,10.00,1505.30000000,16,12,2024
2940.00,55.30414083,0.00000000,59.09317576,4.795657333000001,-75.687928833000004,5.85232000,9.00,1510.00000000,16,12,2024
240.00,55.64703964,0.00204548,31.71625463,4.795699333000000,-75.687916499999996,2.88912000,9.00,1508.40000000,16,12,2024
1860.00,55.73129118,0.02609590,31.17542486,4.795972833000001,-75.687637832999996,7.29688000,10.00,1490.90000000,16,13,2024
3000.00,55.73958873,0.04931857,31.35480879,4.796149333000000,-75.687674333000005,14.83452000,11.00,1488.90000000,16,13,2024
5100.00,55.39816792,0.86058521,40.54893364,4.796561500000001,-75.687034999999998,7.96360000,10.00,1490.10000000,16,13,2024
1860.00,53.86228226,0.45203248,43.64888196,4.796658667000000,-75.686788332999999,8.22288000,11.00,1484.90000000,16,14,2024
2880.00,55.23757916,0.16481779,30.45730144,4.797040667000000,-75.686615499999998,15.70496000,11.00,1481.30000000,16,14,2024
540.00,54.32744450,4.88223023,28.96206218,4.797116167000001,-75.686591832999994,13.20476000,11.00,1480.70000000,16,14,2024
3480.00,55.30195132,0.45323570,35.75681248,4.797717833000000,-75.686525333000007,9.87116000,11.00,1478.90000000,16,14,2024
1320.00,55.62213063,-0.01325158,31.66958024,4.797973000000000,-75.686617166999994,0.03704000,11.00,1480.70000000,16,14,2024
0.00,55.64299336,0.00000000,31.38383695,4.797981667000001,-75.686621166999996,0.20372000,11.00,1480.50000000,16,14,2024
60.00,55.74842401,-0.01322785,31.64528597,4.798029500000001,-75.686636500000004,0.12964000,11.00,1475.50000000,16,15,2024
0.00,55.79425813,0.00000000,31.35270340,4.798039500000000,-75.686640667000002,0.18520000,11.00,1474.60000000,16,15,2024
60.00,55.81049526,-0.02295969,31.45484685,4.798040333000001,-75.686648167000001,0.16668000,11.00,1474.80000000,16,15,2024
0.00,55.82414627,0.00000000,31.28175387,4.798041500000000,-75.686648332999997,0.37040000,11.00,1474.70000000,16,15,2024
0.00,55.82572824,-0.02401913,31.44165629,4.798040833000000,-75.686647667000004,0.18520000,11.00,1474.70000000,16,15,2024
0.00,55.82536134,0.00000000,31.29964031,4.798042833000001,-75.686648500000002,0.11112000,11.00,1474.70000000,16,15,2024
0.00,55.83848057,-0.02946712,31.28292403,4.798045500000000,-75.686647167000007,0.03704000,11.00,1477.90000000,16,16,2024
0.00,55.84812243,0.00000000,31.23345460,4.798054167000000,-75.686641499999991,0.05556000,11.00,1482.50000000,16,16,2024
0.00,55.85372989,-0.02829182,31.31847442,4.798060500000000,-75.686650000000001,0.16668000,11.00,1481.70000000,16,16,2024
60.00,55.85022281,0.00000000,31.16013095,4.798063500000000,-75.686652332999999,0.37040000,11.00,1479.80000000,16,16,2024
0.00,55.84898249,-0.03469177,31.25716173,4.798061667000000,-75.686654500000001,0.12964000,12.00,1475.10000000,16,17,2024
0.00,55.85890509,0.00000000,31.13354829,4.798067833000001,-75.686665167000004,0.00000000,11.00,1474.30000000,16,17,2024
240.00,54.66576970,4.62218008,54.51077165,4.798062500000001,-75.686665000000008,2.62984000,12.00,1469.00000000,16,17,2024
1980.00,54.77878343,1.64949040,36.53601246,4.797675667000000,-75.686532333000000,16.16796000,12.00,1471.20000000,16,17,2024
480.00,53.97817770,9.56423427,33.48582845,4.797591000000000,-75.686506167000002,15.92720000,12.00,1471.20000000,16,17,2024
2040.00,55.37652089,-0.02172576,31.53502091,4.797272167000000,-75.686519500000004,16.57540000,12.00,1473.30000000,16,17,2024
2940.00,55.11935310,0.00000000,31.75698661,4.796830667000000,-75.686650333000002,13.81592000,12.00,1473.50000000,16,18,2024
7200.00,51.45905540,9.41260780,37.94213411,4.796199333000000,-75.687648332999994,9.46372000,12.00,1483.60000000,16,18,2024
360.00,51.94791307,5.36669321,39.48663666,4.796186500000001,-75.687702166999999,8.98220000,12.00,1485.60000000,16,18,2024
1680.00,52.16424815,3.09787663,40.96409130,4.796079500000001,-75.687875667000001,3.22248000,12.00,1485.60000000,16,19,2024
900.00,55.30550296,0.00550858,31.00655136,4.796285167000000,-75.687645166999999,1.72236000,10.00,1484.40000000,16,19,2024
