Velocidad [RPM],Voltaje[V],Corriente[A],Temperatura[°C],Latitud,Longitud,Velocidad[GPS: km/h],Satelites, Altitud, Hora, Minutos, Year
180.00,50.63002913,0.91451229,40.29468233,4.796414333000000,-75.690737833000003,14.87156000,8.00,1461.40000000,21,6,2024
180.00,52.07823491,0.04910222,40.10629321,4.796465000000000,-75.690695000000003,14.87156000,9.00,1466.90000000,21,6,2024
180.00,52.12354764,0.03764233,40.11933866,4.796535000000001,-75.690664999999999,11.92688000,10.00,1471.10000000,21,6,2024
180.00,52.08250252,12.23391248,40.10233949,4.796563167000001,-75.690664833000003,11.92688000,10.00,1472.30000000,21,6,2024
180.00,49.11679613,15.42001991,40.41180938,4.796603833000000,-75.690672832999990,2.64836000,11.00,1473.80000000,21,6,2024
240.00,49.00872143,15.36720532,40.27824519,4.796630500000000,-75.690686500000001,2.64836000,11.00,1475.50000000,21,6,2024
180.00,51.89885410,-0.00439634,40.08406635,4.796672667000001,-75.690713166999996,12.03800000,10.00,1477.60000000,21,6,2024
240.00,51.97137379,0.00000000,40.07830607,4.796686667000001,-75.690737999999999,12.03800000,11.00,1477.90000000,21,6,2024
120.00,51.99214293,0.05540865,40.12678207,4.796695000000000,-75.690754832999997,12.03800000,11.00,1477.30000000,21,6,2024
120.00,50.39972219,0.73618190,40.14236962,4.796717333000001,-75.690766167000003,4.64852000,11.00,1473.30000000,21,6,2024
60.00,51.61824341,2.81187492,40.05772786,4.796728500000001,-75.690769000000006,4.64852000,11.00,1473.30000000,21,6,2024
60.00,51.83869905,1.61750740,40.24615091,4.796740167000001,-75.690770000000000,1.75940000,11.00,1474.00000000,21,6,2024
60.00,52.02320455,-0.01007185,40.04661990,4.796745167000000,-75.690771166999990,1.75940000,11.00,1474.70000000,21,6,2024
0.00,51.71082518,0.00000000,40.02550139,4.796754667000000,-75.690765666999997,0.27780000,10.00,1475.50000000,21,6,2024
0.00,49.71262334,14.22956913,41.07587485,4.796760333000000,-75.690764000000001,0.44448000,11.00,1475.50000000,21,6,2024
60.00,50.63780679,12.23101052,40.51944978,4.796763167000000,-75.690766167000003,0.44448000,11.00,1476.40000000,21,6,2024
180.00,49.84319325,6.93840376,40.22139210,4.796760667000000,-75.690784832999993,5.16708000,11.00,1477.20000000,21,6,2024
240.00,51.08337783,2.50946227,40.10299797,4.796764000000000,-75.690809166999999,5.16708000,11.00,1477.80000000,21,6,2024
300.00,51.10781448,3.38688080,40.12208589,4.796785667000000,-75.690837499999998,8.27844000,11.00,1480.10000000,21,6,2024
180.00,51.62068395,0.77880403,40.00379950,4.796783500000000,-75.690871499999996,8.27844000,11.00,1480.30000000,21,6,2024
120.00,51.92518020,-0.01648576,39.99403741,4.796780500000000,-75.690934832999996,12.44544000,10.00,1481.60000000,21,6,2024
180.00,51.96107389,0.00000000,40.00741360,4.796780667000001,-75.690968332999997,12.44544000,11.00,1481.70000000,21,6,2024
60.00,51.97526411,-0.01782577,40.03999426,4.796788667000000,-75.690981167000002,12.44544000,11.00,1481.00000000,21,6,2024
60.00,52.00083561,0.00000000,39.99812694,4.796794333000001,-75.690994000000006,0.27780000,11.00,1480.90000000,21,6,2024
0.00,52.00283647,-0.01386157,39.99513947,4.796798167000001,-75.691002667000004,0.25928000,11.00,1480.10000000,21,6,2024
0.00,52.01517883,0.00000000,39.96726522,4.796798167000001,-75.691002667000004,0.25928000,11.00,1480.10000000,21,6,2024
0.00,52.01322550,-0.01412678,39.98521304,4.796798167000001,-75.691002667000004,0.25928000,11.00,1480.10000000,21,6,2024
60.00,52.02985478,0.00000000,40.01519127,4.796799333000000,-75.691016332999989,0.31484000,10.00,1479.80000000,21,6,2024
0.00,52.03975956,-0.01164776,40.02983532,4.796799833000000,-75.691018999999997,0.12964000,11.00,1479.50000000,21,6,2024
0.00,52.05083188,0.00000000,39.99001551,4.796799833000000,-75.691018999999997,0.12964000,11.00,1479.50000000,21,6,2024
0.00,52.05789951,-0.01550587,39.93399374,4.796799833000000,-75.691018999999997,0.12964000,11.00,1479.50000000,21,6,2024
0.00,52.06021676,0.00000000,39.92457985,4.796802500000000,-75.691030832999999,0.12964000,11.00,1478.90000000,21,6,2024
0.00,52.06346835,-0.01870515,39.98623913,4.796805667000000,-75.691034000000003,0.48152000,11.00,1479.30000000,21,6,2024
0.00,52.07686683,0.00000000,39.99169763,4.796805667000000,-75.691034000000003,0.48152000,11.00,1479.30000000,21,6,2024
0.00,52.07632763,-0.01796535,39.97661404,4.796808000000001,-75.691041999999999,0.24076000,11.00,1479.30000000,21,6,2024
0.00,52.09255138,0.00000000,39.90810673,4.796809167000001,-75.691045833000005,0.46300000,11.00,1478.60000000,21,6,2024
0.00,52.09506174,-0.01077256,39.93037102,4.796810167000001,-75.691049832999990,0.75932000,11.00,1478.60000000,21,6,2024
0.00,52.10607465,0.00000000,39.90895151,4.796811667000000,-75.691054832999995,0.40744000,11.00,1478.60000000,21,6,2024
60.00,52.10593056,-0.01442409,39.95707708,4.796813500000000,-75.691057166999993,0.05556000,11.00,1478.60000000,21,6,2024
0.00,52.11824321,0.00000000,39.94681175,4.796813167000000,-75.691059833000000,0.14816000,11.00,1478.80000000,21,6,2024
0.00,52.11752427,-0.01983160,39.89039588,4.796814500000000,-75.691061167000004,0.20372000,11.00,1478.90000000,21,6,2024
0.00,52.12272769,0.00000000,39.88531091,4.796820500000000,-75.691059167000007,0.61116000,10.00,1479.20000000,21,7,2024
0.00,52.13107427,-0.01448830,39.87871206,4.796822500000001,-75.691059332999994,0.35188000,10.00,1479.50000000,21,7,2024
0.00,51.75732626,0.00000000,40.19544128,4.796824333000000,-75.691060666999998,0.59264000,11.00,1479.50000000,21,7,2024
60.00,49.27502901,15.40217403,41.12833653,4.796824333000000,-75.691060666999998,0.59264000,11.00,1479.30000000,21,7,2024
120.00,49.27283653,10.95640144,39.94407318,4.796826500000000,-75.691080166999995,5.87084000,11.00,1479.70000000,21,7,2024
240.00,51.42434114,3.70547130,40.10924158,4.796831333000000,-75.691100332999994,5.87084000,11.00,1479.30000000,21,7,2024
180.00,51.74411493,0.26307133,39.88890255,4.796867333000000,-75.691123167000000,9.61188000,11.00,1479.10000000,21,7,2024
180.00,51.94070433,0.17794850,39.85813476,4.796890833000000,-75.691125333000002,9.61188000,11.00,1479.10000000,21,7,2024
180.00,51.98645675,0.18452293,39.84044740,4.796965167000000,-75.691119999999996,13.98260000,10.00,1479.10000000,21,7,2024
180.00,51.99634519,0.63687449,39.83298200,4.797001833000001,-75.691118166999995,14.53820000,9.00,1479.20000000,21,7,2024
180.00,52.01576408,0.17054075,39.83881869,4.797072167000000,-75.691128000000009,13.61220000,9.00,1479.40000000,21,7,2024
240.00,52.02943292,0.16795844,39.86989284,4.797123500000000,-75.691126166999991,18.76076000,10.00,1479.20000000,21,7,2024
180.00,52.04631769,0.16940733,39.82136257,4.797207500000000,-75.691128667000002,15.16788000,9.00,1479.00000000,21,7,2024
240.00,52.05789505,0.16656538,39.82783919,4.797241500000001,-75.691131000000000,13.22328000,9.00,1478.40000000,21,7,2024
180.00,52.06786519,0.17150947,39.83093154,4.797307667000000,-75.691132332999995,13.63072000,9.00,1478.70000000,21,7,2024
240.00,52.06536820,0.16462097,39.82717052,4.797335667000001,-75.691132499999991,13.63072000,8.00,1478.70000000,21,7,2024
240.00,52.08081360,0.16518769,39.81904485,4.797380333000000,-75.691135166999998,7.57468000,10.00,1479.40000000,21,7,2024
120.00,52.05433004,1.51940880,39.82663560,4.797400833000001,-75.691140500000004,7.13020000,10.00,1479.60000000,21,7,2024
180.00,50.58847897,12.40794227,40.10736015,4.797431333000001,-75.691146500000003,4.81520000,9.00,1480.20000000,21,7,2024
240.00,49.06983606,16.19241505,40.06340692,4.797437333000000,-75.691147499999997,4.81520000,10.00,1479.90000000,21,7,2024
180.00,50.18857568,2.84539615,39.88809540,4.797535167000001,-75.691111500000003,17.63104000,9.00,1479.30000000,21,7,2024
240.00,51.88161135,0.05882847,39.79689081,4.797535167000001,-75.691111500000003,17.63104000,10.00,1478.70000000,21,7,2024
180.00,51.92805003,0.06346407,39.79550870,4.797680833000001,-75.691083332999991,18.66816000,9.00,1478.50000000,21,7,2024
240.00,51.94580674,0.05572132,39.79608992,4.797680833000001,-75.691083332999991,18.66816000,9.00,1478.00000000,21,7,2024
240.00,51.74197147,0.65425835,39.80228651,4.797799500000000,-75.691034166999999,16.55688000,8.00,1480.90000000,21,7,2024
180.00,51.06540871,0.91295313,39.85317272,4.797799500000000,-75.691034166999999,16.55688000,9.00,1481.20000000,21,7,2024
240.00,51.85673947,0.57247299,39.82867366,4.797913667000000,-75.691024999999996,19.96456000,10.00,1481.00000000,21,7,2024
240.00,51.88480946,0.61878434,39.83955345,4.797978167000001,-75.691017666999993,22.76108000,10.00,1480.10000000,21,7,2024
240.00,51.88347555,0.58372908,39.79356981,4.798091500000000,-75.690992832999999,23.00184000,10.00,1477.90000000,21,7,2024
240.00,51.90438581,0.53255321,39.78621070,4.798149667000000,-75.690983666999995,22.52032000,9.00,1477.80000000,21,7,2024
300.00,52.01024426,0.03471803,39.80753516,4.798274333000001,-75.690969167000003,24.46492000,8.00,1477.20000000,21,7,2024
300.00,52.01991732,0.03239953,39.84059343,4.798340333000000,-75.690956666999991,25.26128000,9.00,1476.50000000,21,7,2024
240.00,52.01378253,0.97496077,39.80279907,4.798465667000001,-75.690938666999993,25.02052000,9.00,1475.30000000,21,7,2024
300.00,51.91827448,0.53374805,39.79811149,4.798541333000001,-75.690925167000004,27.50220000,7.00,1475.00000000,21,7,2024
240.00,51.93098522,0.58569443,39.79116007,4.798672000000000,-75.690907332999994,26.87252000,8.00,1474.00000000,21,7,2024
300.00,51.93308561,0.39906434,39.80887155,4.798742333000000,-75.690894166999997,26.70584000,9.00,1471.90000000,21,7,2024
240.00,52.03928274,0.03437186,39.80248639,4.798860000000001,-75.690884333000001,22.98332000,8.00,1471.40000000,21,7,2024
240.00,52.04961680,0.04036423,39.78951552,4.798929333000001,-75.690871833000006,24.85384000,7.00,1470.90000000,21,7,2024
300.00,52.06512162,0.04119476,39.79901515,4.799070333000000,-75.690841500000001,26.42804000,9.00,1469.30000000,21,7,2024
180.00,52.07338650,0.04233097,39.81599343,4.799144167000000,-75.690842833000004,25.42796000,9.00,1468.40000000,21,7,2024
240.00,52.08013030,0.03835561,39.78983981,4.799284833000000,-75.690824000000009,26.76140000,11.00,1466.90000000,21,8,2024
240.00,52.08036648,0.04368634,39.79598512,4.799368500000000,-75.690831666999995,28.53932000,11.00,1466.10000000,21,8,2024
300.00,52.09834452,0.04309450,39.79645546,4.799523667000000,-75.690821000000001,28.87268000,6.00,1464.50000000,21,8,2024
240.00,52.09868023,0.04196107,39.79316785,4.799623667000000,-75.690799832999999,32.59520000,6.00,1463.50000000,21,8,2024
240.00,52.10010029,0.04069783,39.79445894,4.799822167000001,-75.690761167000006,36.13252000,6.00,1461.60000000,21,8,2024
240.00,52.10831912,0.03634838,39.79307653,4.799907500000000,-75.690744332999999,33.96568000,6.00,1461.00000000,21,8,2024
240.00,52.11503767,0.03715518,39.79694020,4.800062000000001,-75.690718333000006,28.18744000,8.00,1460.60000000,21,8,2024
240.00,51.81138960,0.84618009,39.79779435,4.800134833000000,-75.690709332999999,25.27980000,9.00,1460.20000000,21,8,2024
240.00,52.01213223,0.39913693,39.79774181,4.800250000000001,-75.690702833000003,19.57564000,8.00,1460.00000000,21,8,2024
240.00,52.04222536,0.68598731,39.80277455,4.800302667000001,-75.690701000000002,19.09412000,9.00,1459.80000000,21,8,2024
240.00,50.27233257,9.25946543,39.79427408,4.800399333000000,-75.690680333000006,14.26040000,10.00,1459.40000000,21,8,2024
180.00,51.93103276,0.02003793,39.78864415,4.800454000000001,-75.690692833000001,11.31572000,11.00,1460.10000000,21,8,2024
240.00,52.05560602,0.01339091,39.78428006,4.800502333000000,-75.690766332999999,13.33440000,11.00,1460.10000000,21,8,2024
180.00,52.07242543,0.02197536,39.78307682,4.800511500000000,-75.690800167000009,13.33440000,11.00,1459.10000000,21,8,2024
240.00,52.08433701,0.01274743,39.78150103,4.800538333000001,-75.690842833000004,6.68572000,11.00,1460.80000000,21,8,2024
120.00,52.07726047,0.01435126,39.78150796,4.800553000000000,-75.690853499999999,4.48184000,11.00,1461.00000000,21,8,2024
60.00,52.09311287,0.02059906,39.77314984,4.800569500000000,-75.690866833000001,0.37040000,11.00,1461.30000000,21,8,2024
0.00,52.09468890,0.01713457,39.76924325,4.800574500000000,-75.690868167000004,0.22224000,11.00,1461.30000000,21,8,2024
0.00,52.10139558,0.02045808,39.76896193,4.800597000000000,-75.690875000000001,0.03704000,11.00,1460.30000000,21,8,2024
0.00,52.10993525,0.02031849,39.76869531,4.800604333000000,-75.690874832999996,0.07408000,11.00,1460.20000000,21,8,2024
0.00,52.12030200,0.02424501,39.76237085,4.800617500000000,-75.690875667000003,0.07408000,10.00,1459.90000000,21,8,2024
0.00,52.11796395,6.51701763,39.75817838,4.800624500000000,-75.690878333000002,0.01852000,10.00,1459.70000000,21,8,2024
0.00,52.09510631,-0.00123475,39.76028939,4.800632000000001,-75.690888000000002,2.18536000,10.00,1459.70000000,21,8,2024
120.00,52.10910045,0.00000000,39.76448256,4.800641833000001,-75.690894832999999,3.75956000,11.00,1462.00000000,21,8,2024
120.00,52.10825673,-0.00235143,39.75509194,4.800649167000000,-75.690911500000002,5.98196000,11.00,1462.40000000,21,8,2024
240.00,52.12033171,0.00000000,39.75302448,4.800667000000000,-75.690950833000005,7.85248000,11.00,1462.50000000,21,8,2024
120.00,52.12484887,-0.00342762,39.75443681,4.800672167000000,-75.690974166999991,9.13036000,11.00,1462.40000000,21,8,2024
240.00,52.12599265,0.00000000,39.75123929,4.800675333000000,-75.691001166999996,9.13036000,11.00,1462.40000000,21,8,2024
120.00,52.12971956,-0.01270022,39.75209559,4.800676667000001,-75.691031499999992,9.13036000,11.00,1462.60000000,21,8,2024
240.00,52.13052763,0.00000000,39.76003231,4.800683333000001,-75.691085666999997,9.31556000,11.00,1463.20000000,21,8,2024
180.00,52.13740513,-0.00785106,39.75404383,4.800686167000001,-75.691113000000003,9.68596000,11.00,1463.50000000,21,8,2024
120.00,52.14220749,0.00000000,39.74969727,4.800686167000001,-75.691130166999993,9.68596000,11.00,1464.00000000,21,8,2024
0.00,52.14020514,-0.00633657,39.75011229,4.800686167000001,-75.691130166999993,9.68596000,11.00,1464.00000000,21,8,2024
0.00,52.14179603,0.00000000,39.74963917,4.800686500000001,-75.691145000000004,0.05556000,10.00,1463.60000000,21,8,2024
0.00,52.14874334,-0.00947024,39.75902020,4.800686833000001,-75.691147333000001,0.11112000,10.00,1463.50000000,21,8,2024
0.00,52.15111258,0.00000000,39.74966225,4.800686833000001,-75.691147333000001,0.11112000,10.00,1463.50000000,21,8,2024
0.00,52.14530311,-0.01233451,39.74966571,4.800687167000000,-75.691152000000005,0.07408000,10.00,1463.50000000,21,8,2024
0.00,52.15208553,0.00000000,39.75098173,4.800686667000000,-75.691153499999996,0.05556000,11.00,1463.50000000,21,8,2024
0.00,52.15157158,-0.00521570,39.75217785,4.800685333000000,-75.691154833000000,0.01852000,11.00,1463.40000000,21,8,2024
0.00,52.15702158,0.00000000,39.75177749,4.800682833000000,-75.691157166999998,0.18520000,11.00,1463.40000000,21,8,2024
0.00,52.15624917,-0.00246030,39.75207421,4.800682500000000,-75.691157000000002,0.05556000,10.00,1463.40000000,21,8,2024
0.00,52.15151662,0.00000000,39.75131266,4.800683167000000,-75.691157000000002,0.14816000,10.00,1463.30000000,21,8,2024
0.00,52.15337488,-0.01068323,39.75357150,4.800683167000000,-75.691157000000002,0.14816000,10.00,1463.40000000,21,8,2024
0.00,52.15715379,0.00000000,39.75015435,4.800685500000001,-75.691158167000001,0.07408000,10.00,1464.00000000,21,9,2024
0.00,52.16052272,-0.00588710,39.75250843,4.800691000000001,-75.691162667000000,0.20372000,9.00,1463.80000000,21,9,2024
0.00,52.17380386,0.00000000,39.75034472,4.800691000000001,-75.691162667000000,0.20372000,9.00,1463.80000000,21,9,2024
0.00,52.16926887,-0.00155300,39.74965213,4.800691000000001,-75.691162667000000,0.20372000,9.00,1463.80000000,21,9,2024
0.00,52.17487039,0.00000000,39.75817185,4.800699167000001,-75.691171166999993,0.01852000,9.00,1463.30000000,21,9,2024
0.00,52.16188633,-0.00486953,39.75038389,4.800701333000001,-75.691173332999994,0.05556000,10.00,1463.20000000,21,9,2024
0.00,52.18055509,0.00000000,39.76416252,4.800701333000001,-75.691173332999994,0.05556000,10.00,1463.20000000,21,9,2024
0.00,52.17948856,0.00141596,39.75148792,4.800706500000001,-75.691173332999994,0.00000000,10.00,1463.20000000,21,9,2024
0.00,52.17951233,0.00281878,39.76629219,4.800708833000000,-75.691174666999998,0.20372000,10.00,1463.50000000,21,9,2024
0.00,52.17621321,-0.00149717,39.76981650,4.800711667000000,-75.691175666999992,0.27780000,10.00,1463.50000000,21,9,2024
0.00,52.17770457,0.00000000,39.75043666,4.800713167000000,-75.691177667000006,0.03704000,9.00,1463.80000000,21,9,2024
0.00,52.17195748,-0.00451080,39.75222313,4.800714500000000,-75.691179833000008,0.07408000,9.00,1463.80000000,21,9,2024
0.00,52.19049107,0.00000000,39.77730816,4.800717000000000,-75.691182832999999,0.03704000,8.00,1463.60000000,21,9,2024
0.00,52.18692903,-0.00241982,39.76414090,4.800718500000001,-75.691184666999999,0.01852000,8.00,1463.50000000,21,9,2024
0.00,52.18779503,0.00000000,39.76638036,4.800720000000000,-75.691186166999999,0.01852000,8.00,1463.40000000,21,9,2024
0.00,52.18564117,-0.00272133,39.76870112,4.800721500000000,-75.691187166999993,0.01852000,8.00,1463.40000000,21,9,2024
0.00,52.19159028,0.00000000,39.76984233,4.800724833000001,-75.691189332999995,0.01852000,8.00,1463.30000000,21,9,2024
0.00,52.20016115,0.00336595,39.77011062,4.800726667000001,-75.691190332999997,0.00000000,8.00,1463.30000000,21,9,2024
0.00,52.19686055,0.00589523,39.77155130,4.800726667000001,-75.691190332999997,0.00000000,8.00,1463.30000000,21,9,2024
0.00,52.19176704,0.00050587,39.76654009,4.800731000000000,-75.691193499999993,0.05556000,8.00,1463.20000000,21,9,2024
0.00,52.18962952,0.00017366,39.77109493,4.800731000000000,-75.691193499999993,0.05556000,8.00,1463.20000000,21,9,2024
0.00,52.19478987,-0.00050891,39.76623457,4.800735000000000,-75.691196332999997,0.00000000,8.00,1462.90000000,21,9,2024
0.00,52.19773992,0.00000000,39.76990416,4.800735000000000,-75.691196332999997,0.00000000,8.00,1462.90000000,21,9,2024
0.00,52.19762554,0.00007595,39.77567810,4.800739000000000,-75.691198000000001,0.01852000,8.00,1462.90000000,21,9,2024
0.00,52.20834582,0.00049470,39.77758490,4.800740167000000,-75.691198499999998,0.03704000,9.00,1462.50000000,21,9,2024
0.00,52.20839780,0.00271689,39.77560337,4.800742667000000,-75.691199667000006,0.00000000,9.00,1462.50000000,21,9,2024
0.00,52.20257644,0.00119681,39.78997439,4.800743833000001,-75.691200167000003,0.01852000,8.00,1462.20000000,21,9,2024
0.00,52.20668809,0.00141735,39.78127330,4.800745833000000,-75.691201167000006,0.01852000,8.00,1462.20000000,21,9,2024
0.00,52.20752141,0.00303514,39.76684553,4.800746500000000,-75.691200499999995,0.50004000,9.00,1461.90000000,21,9,2024
60.00,52.20166737,-0.00105329,39.77158418,4.800746000000001,-75.691208833000001,3.74104000,9.00,1462.40000000,21,9,2024
120.00,52.21215740,0.00000000,39.75295724,4.800743833000001,-75.691244166999993,7.57468000,9.00,1462.40000000,21,9,2024
120.00,52.20755409,-0.00298235,39.76253059,4.800743833000001,-75.691244166999993,7.57468000,9.00,1462.20000000,21,9,2024
240.00,52.20821064,0.00000000,39.78293266,4.800742833000001,-75.691291332999997,9.61188000,9.00,1462.40000000,21,9,2024
180.00,52.21372749,0.00637958,39.76093038,4.800740500000000,-75.691315333000002,9.59336000,9.00,1462.50000000,21,9,2024
180.00,52.22542072,0.01513293,39.77413569,4.800737500000001,-75.691334832999999,9.59336000,9.00,1462.90000000,21,9,2024
240.00,52.15133391,0.65240327,39.77511150,4.800743000000000,-75.691398000000003,8.64884000,10.00,1463.30000000,21,9,2024
180.00,50.93076727,3.09399478,39.76385679,4.800743000000000,-75.691398000000003,8.64884000,10.00,1463.30000000,21,9,2024
240.00,52.01303537,0.53476423,39.76034112,4.800827667000000,-75.691390499999995,17.48288000,9.00,1463.30000000,21,9,2024
240.00,52.10210264,0.04205460,39.75936171,4.800827667000000,-75.691390499999995,17.48288000,9.00,1463.30000000,21,9,2024
240.00,52.19101245,0.02658165,39.76137559,4.801023333000000,-75.691355666999999,26.07616000,9.00,1462.30000000,21,9,2024
240.00,52.19535730,0.02699482,39.76037151,4.801023333000000,-75.691355666999999,26.07616000,9.00,1462.30000000,21,9,2024
240.00,52.20504818,0.03181468,39.76038672,4.801198667000000,-75.691295667000009,23.24260000,8.00,1461.40000000,21,9,2024
240.00,52.20767143,0.03200870,39.75920369,4.801198667000000,-75.691295667000009,23.24260000,8.00,1461.40000000,21,9,2024
240.00,52.21334425,0.03161786,39.76028686,4.801369500000000,-75.691281666999996,19.89048000,9.00,1459.40000000,21,10,2024
240.00,52.20755557,0.03258937,39.75409841,4.801369500000000,-75.691281666999996,19.89048000,9.00,1459.40000000,21,10,2024
180.00,52.20743525,0.02903415,39.75229910,4.801453833000000,-75.691275999999998,5.63008000,9.00,1458.20000000,21,10,2024
120.00,52.20845574,0.02595073,39.75459507,4.801453833000000,-75.691275999999998,5.63008000,9.00,1458.20000000,21,10,2024
0.00,52.20909298,0.02983397,39.75664444,4.801481833000001,-75.691282666999999,0.57412000,8.00,1456.40000000,21,10,2024
0.00,51.79409040,1.95022525,39.75440243,4.801495333000000,-75.691292833000005,1.79644000,8.00,1456.40000000,21,10,2024
60.00,50.17833965,12.40822284,39.85068124,4.801504167000000,-75.691292500000004,3.46324000,8.00,1455.10000000,21,10,2024
240.00,51.97818890,0.54389305,39.75045776,4.801562833000001,-75.691282500000003,11.85280000,8.00,1455.10000000,21,10,2024
180.00,52.12042529,0.04112496,39.75381845,4.801601333000000,-75.691274832999990,14.14928000,9.00,1454.10000000,21,10,2024
240.00,52.13481901,0.03971516,39.75360229,4.801731167000000,-75.691281666999996,22.11288000,9.00,1454.10000000,21,10,2024
300.00,52.15297976,0.03594219,39.75338330,4.801799167000001,-75.691287999999996,24.31676000,7.00,1452.20000000,21,10,2024
